Timestamp;Hora;Minutos;Segundos;Entrada_D_22;Entrada_D_23;Entrada_D_24;Entrada_D_25;Entrada_D_26;Entrada_D_27;Entrada_D_28;Entrada_D_29;Entrada_D_30;Entrada_D_31;Entrada_D_32;Entrada_D_33;Entrada_D_34;Entrada_D_35;Entrada_D_36;Entrada_D_37;Entrada_A_1;Entrada_A_2;Entrada_A_3;Entrada_A_4;Entrada_A_5;Entrada_A_6;Entrada_A_7;Entrada_A_8;Entrada_A_9;Entrada_A_10;Entrada_A_11;Entrada_A_12
1638776573;7;42;53;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.54;0.55;0.54;0.58;0.54;0.61;0.53;0.59;0.00;0.00;0.00;0.00
1638776590;7;43;10;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.55;0.54;0.57;0.54;0.62;0.52;0.63;0.51;0.00;0.00;0.00;0.00
1638776591;7;43;11;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.55;0.54;0.56;0.55;0.60;0.54;0.61;0.51;0.00;0.00;0.00;0.00
1638776592;7;43;12;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.54;0.55;0.54;0.58;0.54;0.61;0.52;0.59;0.00;0.00;0.00;0.00
1638776592;7;43;12;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.54;0.55;0.54;0.58;0.54;0.61;0.52;0.60;0.00;0.00;0.00;0.00
1638776593;7;43;13;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.54;0.55;0.55;0.56;0.55;0.60;0.52;0.60;0.00;0.00;0.00;0.00
1638776594;7;43;14;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.55;0.55;0.57;0.54;0.58;0.58;0.55;0.59;0.00;0.00;0.00;0.00
1638776594;7;43;14;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.55;0.54;0.57;0.53;0.63;0.52;0.63;0.51;0.00;0.00;0.00;0.00
1638776595;7;43;15;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.55;0.54;0.56;0.54;0.61;0.53;0.62;0.51;0.00;0.00;0.00;0.00
1638776596;7;43;16;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.55;0.55;0.55;0.56;0.58;0.56;0.59;0.53;0.00;0.00;0.00;0.00
1638776596;7;43;16;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.55;0.55;0.54;0.57;0.56;0.58;0.57;0.56;0.00;0.00;0.00;0.00
1638776597;7;43;17;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.54;0.55;0.54;0.58;0.54;0.61;0.53;0.59;0.00;0.00;0.00;0.00
1638776598;7;43;18;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.55;0.55;0.56;0.55;0.57;0.58;0.55;0.59;0.00;0.00;0.00;0.00
1638776598;7;43;18;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.55;0.55;0.57;0.53;0.60;0.55;0.58;0.56;0.00;0.00;0.00;0.00
1638776599;7;43;19;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.55;0.54;0.58;0.53;0.62;0.52;0.61;0.53;0.00;0.00;0.00;0.00
1638776600;7;43;20;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.55;0.54;0.57;0.53;0.62;0.52;0.63;0.51;0.00;0.00;0.00;0.00
1638776600;7;43;20;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.55;0.54;0.56;0.55;0.61;0.53;0.62;0.51;0.00;0.00;0.00;0.00
1638776601;7;43;21;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.54;0.55;0.54;0.58;0.54;0.61;0.53;0.59;0.00;0.00;0.00;0.00
1638776602;7;43;22;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.54;0.55;0.55;0.57;0.54;0.61;0.51;0.61;0.00;0.00;0.00;0.00
1638776602;7;43;22;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.54;0.55;0.55;0.56;0.55;0.60;0.52;0.61;0.00;0.00;0.00;0.00
1638776603;7;43;23;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.55;0.55;0.56;0.55;0.57;0.58;0.54;0.59;0.00;0.00;0.00;0.00
1638776604;7;43;24;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.55;0.54;0.57;0.53;0.63;0.52;0.63;0.51;0.00;0.00;0.00;0.00
1638776604;7;43;24;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.55;0.54;0.56;0.54;0.62;0.52;0.63;0.51;0.00;0.00;0.00;0.00
1638776605;7;43;25;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.55;0.55;0.55;0.55;0.60;0.54;0.61;0.52;0.00;0.00;0.00;0.00
1638776606;7;43;26;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.55;0.55;0.54;0.57;0.57;0.57;0.58;0.55;0.00;0.00;0.00;0.00
1638776606;7;43;26;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.54;0.55;0.54;0.58;0.56;0.59;0.55;0.57;0.00;0.00;0.00;0.00
1638776607;7;43;27;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.54;0.55;0.55;0.56;0.55;0.60;0.52;0.61;0.00;0.00;0.00;0.00
1638776608;7;43;28;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.55;0.55;0.56;0.55;0.57;0.58;0.54;0.59;0.00;0.00;0.00;0.00
1638776608;7;43;28;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.55;0.55;0.57;0.54;0.59;0.56;0.57;0.57;0.00;0.00;0.00;0.00
1638776609;7;43;29;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.55;0.54;0.57;0.53;0.61;0.53;0.60;0.54;0.00;0.00;0.00;0.00
1638776610;7;43;30;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.55;0.54;0.56;0.55;0.61;0.54;0.61;0.52;0.00;0.00;0.00;0.00
1638776610;7;43;30;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.55;0.55;0.55;0.56;0.59;0.56;0.60;0.53;0.00;0.00;0.00;0.00
1638776611;7;43;31;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.55;0.55;0.54;0.58;0.56;0.59;0.56;0.56;0.00;0.00;0.00;0.00
1638776612;7;43;32;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.54;0.55;0.54;0.58;0.54;0.61;0.53;0.59;0.00;0.00;0.00;0.00
1638776612;7;43;32;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.54;0.55;0.54;0.58;0.54;0.61;0.52;0.60;0.00;0.00;0.00;0.00
1638776613;7;43;33;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.55;0.55;0.55;0.55;0.60;0.54;0.61;0.52;0.00;0.00;0.00;0.00
1638776614;7;43;34;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.55;0.55;0.54;0.57;0.57;0.57;0.58;0.55;0.00;0.00;0.00;0.00
1638776614;7;43;34;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.55;0.55;0.54;0.58;0.55;0.60;0.55;0.57;0.00;0.00;0.00;0.00
1638776615;7;43;35;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.55;0.54;0.57;0.53;0.62;0.52;0.63;0.51;0.00;0.00;0.00;0.00
1638776616;7;43;36;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.55;0.55;0.54;0.58;0.56;0.58;0.57;0.56;0.00;0.00;0.00;0.00
1638776616;7;43;36;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.55;0.55;0.54;0.58;0.55;0.60;0.54;0.58;0.00;0.00;0.00;0.00
1638776617;7;43;37;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.54;0.55;0.54;0.58;0.54;0.61;0.52;0.60;0.00;0.00;0.00;0.00
1638776618;7;43;38;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.54;0.55;0.55;0.57;0.54;0.61;0.52;0.60;0.00;0.00;0.00;0.00
1638776618;7;43;38;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.54;0.55;0.56;0.56;0.55;0.59;0.53;0.60;0.00;0.00;0.00;0.00
1638776619;7;43;39;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.55;0.54;0.58;0.53;0.62;0.52;0.62;0.52;0.00;0.00;0.00;0.00
1638776620;7;43;40;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.55;0.54;0.57;0.53;0.62;0.52;0.63;0.51;0.00;0.00;0.00;0.00
1638776620;7;43;40;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.55;0.54;0.56;0.54;0.62;0.53;0.63;0.51;0.00;0.00;0.00;0.00
1638776621;7;43;41;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.55;0.55;0.55;0.56;0.60;0.55;0.61;0.52;0.00;0.00;0.00;0.00
1638776622;7;43;42;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.55;0.55;0.55;0.57;0.57;0.57;0.58;0.55;0.00;0.00;0.00;0.00
1638776622;7;43;42;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.54;0.55;0.54;0.58;0.54;0.61;0.52;0.60;0.00;0.00;0.00;0.00
1638776623;7;43;43;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.54;0.55;0.55;0.57;0.55;0.60;0.52;0.60;0.00;0.00;0.00;0.00
1638776624;7;43;44;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.54;0.55;0.56;0.55;0.56;0.59;0.54;0.59;0.00;0.00;0.00;0.00
1638776624;7;43;44;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.55;0.55;0.57;0.54;0.58;0.57;0.56;0.58;0.00;0.00;0.00;0.00
1638776625;7;43;45;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.55;0.54;0.57;0.53;0.62;0.52;0.63;0.51;0.00;0.00;0.00;0.00
1638776626;7;43;46;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.55;0.54;0.56;0.55;0.61;0.53;0.62;0.51;0.00;0.00;0.00;0.00
1638776626;7;43;46;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.55;0.55;0.55;0.56;0.59;0.56;0.60;0.53;0.00;0.00;0.00;0.00
1638776627;7;43;47;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.55;0.55;0.54;0.58;0.56;0.59;0.56;0.57;0.00;0.00;0.00;0.00
1638776628;7;43;48;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.54;0.55;0.54;0.58;0.54;0.61;0.52;0.59;0.00;0.00;0.00;0.00
1638776628;7;43;48;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.55;0.55;0.56;0.55;0.57;0.58;0.54;0.59;0.00;0.00;0.00;0.00
1638776629;7;43;49;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.55;0.54;0.57;0.53;0.61;0.55;0.59;0.56;0.00;0.00;0.00;0.00
1638776630;7;43;50;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.55;0.54;0.58;0.53;0.62;0.52;0.62;0.52;0.00;0.00;0.00;0.00
1638776630;7;43;50;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.55;0.54;0.57;0.53;0.62;0.52;0.63;0.51;0.00;0.00;0.00;0.00
1638776631;7;43;51;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.55;0.55;0.54;0.58;0.56;0.59;0.56;0.57;0.00;0.00;0.00;0.00
1638776632;7;43;52;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.54;0.55;0.54;0.58;0.54;0.61;0.52;0.59;0.00;0.00;0.00;0.00
1638776632;7;43;52;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.54;0.55;0.54;0.57;0.54;0.61;0.52;0.60;0.00;0.00;0.00;0.00
1638776633;7;43;53;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.54;0.55;0.56;0.56;0.55;0.60;0.53;0.60;0.00;0.00;0.00;0.00
1638776634;7;43;54;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.55;0.55;0.57;0.54;0.59;0.57;0.56;0.58;0.00;0.00;0.00;0.00
1638776634;7;43;54;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.55;0.54;0.57;0.53;0.63;0.52;0.63;0.51;0.00;0.00;0.00;0.00
1638776635;7;43;55;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.55;0.54;0.56;0.55;0.61;0.54;0.62;0.51;0.00;0.00;0.00;0.00
1638776636;7;43;56;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.55;0.55;0.55;0.57;0.58;0.57;0.59;0.54;0.00;0.00;0.00;0.00
1638776636;7;43;56;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.55;0.55;0.54;0.58;0.56;0.59;0.55;0.57;0.00;0.00;0.00;0.00
1638776637;7;43;57;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.55;0.55;0.56;0.56;0.55;0.60;0.53;0.60;0.00;0.00;0.00;0.00
1638776638;7;43;58;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.55;0.55;0.57;0.54;0.58;0.57;0.56;0.58;0.00;0.00;0.00;0.00
1638776638;7;43;58;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.55;0.54;0.58;0.53;0.61;0.54;0.59;0.56;0.00;0.00;0.00;0.00
1638776639;7;43;59;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.55;0.54;0.58;0.53;0.62;0.52;0.62;0.52;0.00;0.00;0.00;0.00
1638776640;7;44;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.55;0.54;0.57;0.54;0.62;0.52;0.63;0.51;0.00;0.00;0.00;0.00
1638776640;7;44;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.55;0.55;0.54;0.58;0.56;0.59;0.55;0.57;0.00;0.00;0.00;0.00
1638776641;7;44;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.54;0.55;0.54;0.58;0.54;0.61;0.53;0.59;0.00;0.00;0.00;0.00
1638776642;7;44;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.54;0.55;0.55;0.57;0.54;0.61;0.51;0.61;0.00;0.00;0.00;0.00
1638776642;7;44;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.54;0.55;0.55;0.56;0.55;0.61;0.52;0.61;0.00;0.00;0.00;0.00
1638776643;7;44;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.54;0.55;0.56;0.55;0.57;0.58;0.54;0.59;0.00;0.00;0.00;0.00
1638776644;7;44;4;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.55;0.54;0.57;0.53;0.63;0.52;0.63;0.51;0.00;0.00;0.00;0.00
1638776644;7;44;4;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.55;0.54;0.57;0.54;0.62;0.52;0.63;0.51;0.00;0.00;0.00;0.00
1638776645;7;44;5;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.55;0.54;0.55;0.56;0.60;0.54;0.61;0.52;0.00;0.00;0.00;0.00
1638776645;7;44;5;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.55;0.55;0.55;0.56;0.58;0.56;0.59;0.53;0.00;0.00;0.00;0.00
1638776646;7;44;6;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.54;0.55;0.54;0.58;0.54;0.61;0.51;0.61;0.00;0.00;0.00;0.00
1638776647;7;44;7;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.54;0.55;0.56;0.56;0.55;0.60;0.52;0.61;0.00;0.00;0.00;0.00
1638776647;7;44;7;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.55;0.55;0.56;0.55;0.56;0.59;0.53;0.60;0.00;0.00;0.00;0.00
1638776648;7;44;8;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.55;0.55;0.57;0.54;0.59;0.56;0.57;0.57;0.00;0.00;0.00;0.00
1638776649;7;44;9;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.55;0.54;0.58;0.53;0.62;0.53;0.60;0.54;0.00;0.00;0.00;0.00
1638776649;7;44;9;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.55;0.54;0.56;0.55;0.61;0.53;0.62;0.51;0.00;0.00;0.00;0.00
1638776650;7;44;10;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.55;0.55;0.55;0.56;0.59;0.56;0.60;0.53;0.00;0.00;0.00;0.00
1638776651;7;44;11;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.55;0.55;0.54;0.58;0.56;0.59;0.56;0.56;0.00;0.00;0.00;0.00
1638776651;7;44;11;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.54;0.55;0.54;0.58;0.55;0.60;0.53;0.58;0.00;0.00;0.00;0.00
1638776652;7;44;12;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.54;0.55;0.56;0.56;0.56;0.59;0.53;0.60;0.00;0.00;0.00;0.00
1638776653;7;44;13;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.55;0.55;0.57;0.54;0.59;0.57;0.56;0.57;0.00;0.00;0.00;0.00
1638776653;7;44;13;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.55;0.54;0.58;0.53;0.61;0.54;0.59;0.55;0.00;0.00;0.00;0.00
1638776654;7;44;14;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.55;0.54;0.58;0.53;0.63;0.52;0.62;0.53;0.00;0.00;0.00;0.00
1638776655;7;44;15;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.55;0.54;0.57;0.53;0.63;0.52;0.63;0.51;0.00;0.00;0.00;0.00
1638776655;7;44;15;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.55;0.55;0.54;0.57;0.57;0.58;0.57;0.55;0.00;0.00;0.00;0.00
1638776656;7;44;16;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.55;0.55;0.54;0.58;0.54;0.60;0.53;0.58;0.00;0.00;0.00;0.00
1638776657;7;44;17;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.54;0.55;0.54;0.58;0.54;0.61;0.52;0.60;0.00;0.00;0.00;0.00
1638776657;7;44;17;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.54;0.55;0.55;0.57;0.54;0.61;0.52;0.61;0.00;0.00;0.00;0.00
1638776658;7;44;18;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.54;0.55;0.55;0.56;0.55;0.60;0.52;0.60;0.00;0.00;0.00;0.00
1638776659;7;44;19;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.55;0.54;0.58;0.53;0.62;0.52;0.62;0.53;0.00;0.00;0.00;0.00
1638776659;7;44;19;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.55;0.54;0.57;0.53;0.63;0.52;0.63;0.51;0.00;0.00;0.00;0.00
1638776672;7;44;32;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.54;0.55;0.54;0.58;0.53;0.61;0.52;0.60;0.00;0.00;0.00;0.00
1638776672;7;44;32;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.54;0.55;0.55;0.57;0.54;0.61;0.51;0.61;0.00;0.00;0.00;0.00
1638776673;7;44;33;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.55;0.55;0.58;0.53;0.61;0.54;0.59;0.55;0.00;0.00;0.00;0.00
1638776674;7;44;34;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.55;0.54;0.58;0.53;0.62;0.52;0.62;0.53;0.00;0.00;0.00;0.00
1638776674;7;44;34;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.55;0.54;0.57;0.53;0.62;0.52;0.63;0.51;0.00;0.00;0.00;0.00
1638776675;7;44;35;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.55;0.54;0.57;0.54;0.62;0.52;0.63;0.51;0.00;0.00;0.00;0.00
1638776676;7;44;36;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.55;0.54;0.56;0.55;0.61;0.54;0.62;0.52;0.00;0.00;0.00;0.00
1638776676;7;44;36;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.55;0.55;0.58;0.53;0.62;0.53;0.60;0.54;0.00;0.00;0.00;0.00
1638776677;7;44;37;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.55;0.54;0.58;0.53;0.63;0.52;0.62;0.52;0.00;0.00;0.00;0.00
1638776678;7;44;38;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.55;0.54;0.57;0.53;0.63;0.52;0.63;0.51;0.00;0.00;0.00;0.00
1638776678;7;44;38;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.55;0.54;0.56;0.54;0.62;0.53;0.63;0.51;0.00;0.00;0.00;0.00
1638776679;7;44;39;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.55;0.55;0.54;0.58;0.55;0.60;0.54;0.58;0.00;0.00;0.00;0.00
1638776680;7;44;40;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.54;0.55;0.54;0.58;0.54;0.61;0.52;0.59;0.00;0.00;0.00;0.00
1638776680;7;44;40;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.54;0.55;0.54;0.58;0.54;0.61;0.52;0.60;0.00;0.00;0.00;0.00
1638776681;7;44;41;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.54;0.55;0.55;0.57;0.54;0.61;0.51;0.61;0.00;0.00;0.00;0.00
1638776682;7;44;42;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.54;0.55;0.56;0.55;0.56;0.59;0.53;0.60;0.00;0.00;0.00;0.00
1638776682;7;44;42;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.55;0.54;0.58;0.53;0.63;0.52;0.62;0.53;0.00;0.00;0.00;0.00
1638776683;7;44;43;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.55;0.54;0.57;0.53;0.63;0.52;0.63;0.51;0.00;0.00;0.00;0.00
1638776684;7;44;44;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.55;0.54;0.56;0.54;0.62;0.53;0.63;0.51;0.00;0.00;0.00;0.00
1638776684;7;44;44;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.54;0.55;0.56;0.55;0.57;0.58;0.54;0.59;0.00;0.00;0.00;0.00
1638776687;7;44;47;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.55;0.54;0.57;0.53;0.63;0.52;0.63;0.51;0.00;0.00;0.00;0.00
1638776688;7;44;48;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.55;0.54;0.57;0.54;0.62;0.52;0.63;0.51;0.00;0.00;0.00;0.00
1638776688;7;44;48;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.55;0.54;0.56;0.55;0.61;0.53;0.62;0.51;0.00;0.00;0.00;0.00
1638776689;7;44;49;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.55;0.55;0.55;0.56;0.59;0.55;0.60;0.53;0.00;0.00;0.00;0.00
1638776690;7;44;50;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.55;0.55;0.54;0.57;0.57;0.57;0.58;0.55;0.00;0.00;0.00;0.00
1638776690;7;44;50;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.54;0.55;0.54;0.58;0.54;0.61;0.52;0.60;0.00;0.00;0.00;0.00
1638776691;7;44;51;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.54;0.55;0.55;0.57;0.54;0.61;0.52;0.61;0.00;0.00;0.00;0.00
1638776692;7;44;52;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.54;0.55;0.55;0.56;0.55;0.60;0.53;0.60;0.00;0.00;0.00;0.00
1638776692;7;44;52;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.55;0.55;0.56;0.56;0.56;0.59;0.53;0.60;0.00;0.00;0.00;0.00
1638776693;7;44;53;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.54;0.55;0.56;0.55;0.57;0.58;0.54;0.59;0.00;0.00;0.00;0.00
1638776694;7;44;54;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.55;0.54;0.58;0.53;0.62;0.52;0.62;0.52;0.00;0.00;0.00;0.00
1638776694;7;44;54;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.55;0.54;0.57;0.53;0.62;0.52;0.62;0.52;0.00;0.00;0.00;0.00
1638776695;7;44;55;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.55;0.54;0.57;0.53;0.62;0.52;0.62;0.51;0.00;0.00;0.00;0.00
1638776696;7;44;56;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.55;0.54;0.57;0.54;0.62;0.52;0.63;0.51;0.00;0.00;0.00;0.00
1638776696;7;44;56;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.55;0.55;0.54;0.57;0.57;0.58;0.57;0.55;0.00;0.00;0.00;0.00
1638776697;7;44;57;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.55;0.55;0.54;0.58;0.55;0.59;0.55;0.57;0.00;0.00;0.00;0.00
1638776698;7;44;58;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.54;0.55;0.54;0.58;0.54;0.60;0.53;0.58;0.00;0.00;0.00;0.00
1638776698;7;44;58;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.54;0.55;0.54;0.58;0.54;0.61;0.53;0.59;0.00;0.00;0.00;0.00
1638776699;7;44;59;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.54;0.55;0.54;0.58;0.54;0.61;0.52;0.60;0.00;0.00;0.00;0.00
1638776700;7;45;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.54;0.55;0.57;0.54;0.58;0.57;0.55;0.58;0.00;0.00;0.00;0.00
1638776700;7;45;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.54;0.55;0.57;0.54;0.59;0.57;0.56;0.58;0.00;0.00;0.00;0.00
1638776701;7;45;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.55;0.55;0.57;0.53;0.61;0.55;0.58;0.56;0.00;0.00;0.00;0.00
1638776702;7;45;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.55;0.55;0.54;0.57;0.57;0.57;0.58;0.55;0.00;0.00;0.00;0.00
1638776702;7;45;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.55;0.54;0.56;0.54;0.62;0.53;0.63;0.51;0.00;0.00;0.00;0.00
